358,3627
3627,6860
12533,6860
6860,5448
5448,4727 
90610,86629
129078,147675
147675,149324
188512,187642
187642,186791
187642,182640
182640,187929
191692,187929
182640,177724
177724,176411
182640,177756
204867,209750
209750,212061
212061,213051
213051,213998
213998,216386
216386,219449
219449,220321
209750,211391
211391,209819
211391,213320
213320,216032
216032,216627
216627,218594
198001,204867
165024,158427
158427,152786
152786,151249
151249,158094
158094,157246
157246,157244
157244,165024
17573,12929
12929,11636
11636,11502
40312,40183
40183,34029
34029,32068
32068,31398
35497,31398
35497,40312
129246,124897
124897,129988
129988,135722
135722,133208
133208,127762
127762,127665
127665,124897
124897,121370
121370,120477
50778,53244
53244,51309
51309,48915
48915,53138
53138,54605
54605,56139
56139,58350
52089,52877
52877,54605
47205,46933
47205,44743
47205,48915
52089,50013
44402,52089
51309,50778
61421,58715
28873,29875
29875,29992
23401,30614
192947,193495
193495,200761
200761,203387
203387,206088
206088,207098
203387,204075
204075,200761
193495,197692
200761,198542
80007,89080
89080,93030
93030,93070
93070,96918
96918,94510
94510,90853
90853,89388
89388,80404
74375,71129
71129,45348
79351,80404
79351,74375
45348,47670
71129,66811
11415,8538
8538,5394
5394,3712
3712,432
128620,122451
122451,118716
118716,121263
121263,121790
121790,120324
120324,120307
120307,117440
117440,115892
120307,123139
120324,127972
127972,132200
121263,110304
110304,108483
108483,105435
105435,100673
100673,100841
210745,216228
216228,205021
205021,203280
203280,210745
216228,222404
222404,205021
13611,15318
10700,4128
4128,1522
4128,6805
6805,8512
8512,11353
11353,15130
15130,16620
16620,17081
17081,15798
15798,10700
14386,16620
14386,16582
16582,16970
16970,18884
18884,18604
18604,17094
17094,15318
15318,16161
16161,16970
71243,92305
92305,106911
128898,136415
128898,135379
74739,74198
74198,69897
74198,74442
74442,69267
74442,76756
44762,43785
43785,40494
40494,39425
39425,40808
39425,37795
37795,36597
114378,114710
114710,108381
175813,177474
177474,178253
178253,178345
178345,177873
177873,176638
138749,137909
137909,139006
139006,140436
140436,141714
141714,143107
143107,143807
95272,97277
97277,99211
99211,98430
98430,95272
98430,99167
99167,100889
100889,103632
103632,102070
102070,99211
108903,108248
111123,106490
109085,108767
108767,106625
106625,105707
105707,105452
105707,109379
109379,108767
109358,112413
181276,184006
184006,186882
186882,194093
194093,197345
194093,197989
197989,202109
202109,206826
194093,188947
188947,183912
195810,196524
196524,196867
196867,197964
197964,197461
197461,196524
39014,40409
40409,37350
37350,39014
37350,29305
29305,27290
163588,164058
164058,159181
159181,159560
159560,163588
163588,180711
180711,188119
188119,181984
181984,170153
170153,155763
155763,148387
148387,144284
144284,137759
137759,123299
123299,109387
109387,100029
201601,202275
202275,203562
203562,202447
202447,201601
10144,11937
11937,14228
14228,15371
15371,16754
16754,16815
16815,18622
18622,20794
20794,24071
24071,24160
24160,27376
27376,28028
28028,29291
29291,23754
23754,22203
22203,20720
20720,18978
18978,17206
17206,18322
18322,20320
20320,22049
22049,23249
23249,29248
29248,30211
30211,31109
31109,33111
33111,33328
33328,29503
17652,20010
47105,52973
52973,56986
56986,56537
56537,48737
56986,60522
60522,62345
60522,62509
60522,58207
58207,54719
54719,60179
54719,50019
54719,48329
48329,45542
48329,44478
44478,42995
42995,41116
218227,213009
213009,209952
209952,214952
214952,218670
218670,218227
214952,217364
214952,215789
209952,209688
209688,207971
160762,163770
163770,157778
157778,156729
156729,156283
156283,150997
150997,149630
149630,147394
147394,142373
150997,150680
150680,148856
148856,147547
150680,153808
153808,158899
158899,156164
161797,163993
163993,166014
153808,156283
161797,158899
26967,16920
16920,19319
74280,73471
73471,73262
73262,74874
74874,75137
75137,74280
75137,76294
76294,79469
79469,82446
82446,81997
81997,81797
81797,85444
85444,88284
88284,90432
90432,93813
93813,100407
100407,103192
103192,114149
114149,115659
2151,24512
24512,16978
16978,15008
15008,12311
202730,196171
196171,198700
198700,202730
94264,90537
90537,87696
87696,82635
87696,94264
211388,213420
213420,213310
213310,212593
212593,212496
212496,213558
213558,213310
102647,97633
97633,87901
87901,87737
87737,89484
89484,97603
97603,102647
89484,89025
89025,85503
85503,84441
97603,97633
41695,40136
40136,38678
38678,36673
36673,33904
36673,39364
39364,38393
38393,36079
36079,32887
36673,36079
33904,34816
33904,33949
32887,33904
33949,33802
34816,34863
142198,138905
138905,135742
135742,130841
130841,133216
133216,138905
143118,141556
143118,138690
138690,136298
136298,136422
136298,132058
138690,139127
139127,134505
134505,129056
134505,128345
129056,126354
129056,132058
80493,80081
76943,70272
70272,58142
58142,50522
50522,43378
172167,173648
173648,174638
174638,176437
176437,175588
175588,173648
37763,30612
202627,199951
199951,198232
43232,45725
45725,55185
55185,44769
55185,67594
67594,61935
110879,102249
102249,109026
109026,109668
109668,110879
145397,146686
146686,147971
147971,143546
143546,146686
143546,145397
205478,214846
214846,124882
124882,205478
159561,161096
155125,161096
159561,153210
153210,146791
146791,149757
149757,155125
155125,158643
37742,37128
37128,36486
41040,42560
42560,41753
41753,39587
42560,40932
40932,39801
39801,37742
37742,38771
38771,34085
34085,36486
36486,35468
35468,36861
36861,39801
35468,30652
30652,30836
30836,31139
31139,31767
30652,30739
30739,31295
41753,40932
193924,203608
203608,197051
197051,190248
190248,193924
190248,188228
188228,171759
171759,174694
174694,190248
174694,173948
173948,168339
168339,165040
165040,173948
165040,160635
886,218045
217906,215182
215182,210354
217906,216131
216131,215665
215665,210027
210027,206901
218045,215648
215648,214923
214923,210418
210418,206778
358,217906
358,886
217906,218045
23180,24398
24398,24912
24912,24760
24760,22928
22928,20902
20902,18925
18925,17506
20902,19356
19356,19058
19058,17584
6882,6595
6595,2262
2262,6882
6595,9362
9362,11695
11695,6595
6595,9053
9053,2262
2262,2261
2261,496
496,2262
50241,39523
39523,39060
216956,214748
214748,209014
209014,207155
207155,210302
210302,213398
213398,216763
6118,7318
6118,7964
7964,7318
7318,9270
9270,10761
10761,12446
12446,11559
11559,10380
10380,9138
9138,6186
6186,4627
4627,1635
1635,224617
224617,222368
222368,222603
222603,220825
220825,219615
219615,220954
220954,222368
67523,63660
63660,56855
56855,47670
47670,50310
50310,59717
59717,66811
66811,67523
74006,74575
74575,75691
27256,27442
27442,25422
25422,23817
23817,27256
221507,5737
5737,219784
219784,221507
158926,160578
160578,161471
161471,159532
159532,155203
155203,152236
152236,151890
151890,151680
151680,149438
149438,148478
148478,143275
148478,143018
148478,144217
173764,173819
170296,171443
171443,173764
141513,141795
141795,140573
140573,138917
138917,141003
141003,142860
142860,141477
141477,141003
175638,168723
168723,160613
